,domain,id,id_str,party,screen_name,state,display_name
17799,1.0,53917756,53917756,BJP,harshit_0309,Maharashtra,Harshit gupta 🇮🇳🇮🇳🇮🇳
17800,1.0,3101247451,3101247451,BJP,CoolbantiKumar,Bihar,
17801,1.0,293921200,293921200,BJP,mishra_niraj,Maharashtra,
17802,1.0,814477800866463744,814477800866463744,INC,hirachandjadhav,Maharashtra,Hira Jadhav
17803,1.0,841554739150102529,841554739150102528,INC,VijayKanojya28,Maharashtra,Adv. Vijay Kumar kanojiya
17804,1.0,792690804112457729,792690804112457728,BJP,KshitijVBJP,Maharashtra,
17805,1.0,792710128852238336,792710128852238336,BJP,KaralkarSachin,Maharashtra,Sachin karalkar
17806,1.0,995548593757958144,995548593757958144,INC,FulchandVarma,Maharashtra,
17807,1.0,3284223942,3284223942,INC,Ravindr43243106,Maharashtra,Ravindra Jadhav
17808,1.0,2399109204,2399109204,NCP,anis_idrisi,Maharashtra,
17809,1.0,121421527,121421527,BJP,officialtweetkk,Maharashtra,Kuntesh Ghia
17810,1.0,885509302819192832,885509302819192832,INC,WasimPathan4888,Maharashtra,Wasim Pathan
17811,1.0,1025606300061691904,1025606300061691904,BJP,Ssratho71870029,Bihar,Sonu Singh Rathore
17812,1.0,937010169933914112,937010169933914112,NCP,BandrekSmita,Maharashtra,Smita Bandrekar..
17813,1.0,2878564086,2878564086,NCP,javedrajsyed,Maharashtra,Javedraj Syed
17814,1.0,757984036228923393,757984036228923392,BJP,advrajeshd,Maharashtra,
17815,1.0,801620435603521536,801620435603521536,INC,AshishJ33261167,Maharashtra,Ashish Jadhav 2323
17816,1.0,820133279303135232,820133279303135232,INC,MunnaMi24153913,Maharashtra,Munna Mishra
17817,1.0,981451192185352192,981451192185352192,INC,ShahurajeJagta1,Maharashtra,Shahuraje Jagtap IYC
17818,1.0,855691334602117120,855691334602117120,INC,SurajCh2397,Maharashtra,Suraj Chavan
17819,1.0,726524823069814784,726524823069814784,INC,nykdkn19,Maharashtra,Deepak Nayak
17820,1.0,981432366974623744,981432366974623744,INC,jewarikar,Maharashtra,Akshar Jewarikar
17821,1.0,940596419399901184,940596419399901184,INC,1234sangeeta1,Maharashtra,Sangeeta Dhonde
17823,1.0,759651014920310784,759651014920310784,BJP,RajSethi20,Maharashtra,Raj Sethi (राज सेठी)
17824,1.0,2612820836,2612820836,BJP,Diwan90Diwan,Maharashtra,sameer dewaan ( Modi Ka parivar)
17825,1.0,1015086428793917440,1015086428793917440,BJP,MohatureTejas,Maharashtra,Tejas mohature
17827,1.0,1950746245,1950746245,INC,milindlpatil,Maharashtra,Er Milind L. Patil
17828,1.0,2532794605,2532794605,INC,KaLalchand,Maharashtra,Jyoti Mirdha
17829,1.0,781575895442034688,781575895442034688,INC,HaseenAslam,Maharashtra,Haseena A Khan
17831,1.0,2911138603,2911138603,BJP,gajendr20239829,Maharashtra,gajendrasingh rathor
17832,1.0,4579718002,4579718002,BJP,ranesatish51,Maharashtra,satish rane
17835,,767606373278507008,767606373278507008,INC,NSKPCC,To Be Added,Narayan Swamy
17836,,142780564,142780564,INC,Dr_MayankPuri,To Be Added,
17837,,3042228792,3042228792,DMK,thulasiramdmk,To Be Added,
17838,,3266144616,3266144616,INC,e0eb03e6528248a,To Be Added,Vipul Hansoti.
17840,,790824434575740928,790824434575740928,INC,kbssidhu,To Be Added,Kanwarbir Sidhu
17841,,3307077434,3307077434,ABVP,avishal5493,To Be Added,Vishal Suryawanshi ABVP
17842,,847001748241858562,847001748241858560,INC,NsuiKarishma,To Be Added,Karishma Thakur NSUI
17843,,924904526129197056,924904526129197056,INC,ArshadAmir14,To Be Added,Arshad Amir अरशद अमीर
17845,,3659278512,3659278512,ABVP,akshaylonkar35,To Be Added,Akshay Lonkar
17846,,747311991283298310,747311991283298304,BJP,iSengarAjayy,To Be Added,
17848,,1028216689496862721,1028216689496862720,INC,DhavalP22002353,To Be Added,Dhaval Patel. @INCindia. RAGA.
17849,,906770845074206720,906770845074206720,BJP,iBhardwajManish,To Be Added,Manish Bhardwaj
17850,,137706061,137706061,BJP,siddheshvora,To Be Added,Dr Siddhesh Vora
17851,,401293461,401293461,INC,AkhileshLY,To Be Added,Akhilesh Yadav
17852,,874147206583861253,874147206583861248,BJP,KanubhaiDhakhda,To Be Added,Kanubhai Dhakhda
17853,,940906794649571328,940906794649571328,INC,Arunkum98959498,To Be Added,K.Arunkumar BA.BL
17854,,883920711349223424,883920711349223424,BJP,BJPNARAYANDAS,To Be Added,NARAYAN DAS
17855,,706373712832962561,706373712832962560,BJP,kumar_rajeev555,To Be Added,Kumar Rajeev
17856,,1960456010,1960456010,BJP,BJP4Madgao,To Be Added,BJP Margao Mandal
17857,,1041147412373417985,1041147412373417984,AMMK,ArunaRaja9,To Be Added,Aruna Raja AMMK
17858,,1864023997,1864023997,INC,rathour25872,To Be Added,
17860,,1035135065754230784,1035135065754230784,DMK,RajaRaj05719611,To Be Added,Raja Rajan
17861,,807082606571311105,807082606571311104,DMK,vgsvetriselvan,To Be Added,korkai_Vetri Selvan
17862,,1051832440111525888,1051832440111525888,INC,VijayKaranINC,To Be Added,Vijay Karan
17863,,949861110584258560,949861110584258560,INC,LionelMathew1,To Be Added,Lionel Mathew
17864,,1072411702027665408,1072411702027665408,INC,ealammal,To Be Added,Elammal Rajendran
17865,,909316490381418496,909316490381418496,BJP,RAHULMOOLCHAND7,To Be Added,RAHUL MOOLCHANDANI
17866,,3638837413,3638837413,INC,shashiBarorey1,To Be Added,Shashikant Barorey
17867,,2296092103,2296092103,BJP,HAMARABJPCOM,To Be Added,HAMARABJP.COM
17868,,1351330831,1351330831,BJP,AmanRDubey,To Be Added,
17869,,1009348364259848192,1009348364259848192,BJP,ChetanPatelyuva,To Be Added,Chetan Patel Jat
17870,,909332030978121728,909332030978121728,INC,tmba333,To Be Added,Tm Ba
17871,,753640979668885504,753640979668885504,INC,Shahid93181851,To Be Added,Shahid
17872,,714629218068480000,714629218068480000,INC,INCAniketMhatre,To Be Added,
17874,,1100711327885070337,1100711327885070336,BJP,JaymeenJb,To Be Added,Jaymeen Bhatt ranchhod 🇮🇳
17875,,997132608000610304,997132608000610304,BJP,NitinYadavBjym,To Be Added,
17876,,765566482499514368,765566482499514368,INC,Kapilyadava,To Be Added,Kapil Yadav HBD
17877,,1050729349878607872,1050729349878607872,INC,prakashsolnke,To Be Added,MLA Prakash Solanke
17879,,1001587899102474241,1001587899102474240,INC,3kQiDBAJQX3XLTP,To Be Added,भिमराव कानिंदे मुंबई
17880,,2152273353,2152273353,INC,ManishKumarINC,To Be Added,MANISH KUMAR
17881,,821403247,821403247,BJP,Pmishrabjp,To Be Added,Pushpendra Mishra BJP
17883,,1091753691307077632,1091753691307077632,BJP,JashubenKorat,To Be Added,Jashuben Savjibhai Korat
17884,,1016642850891526144,1016642850891526144,INC,Raghvendraydv,To Be Added,Raghvendra Singh YdV
17885,,1081543576822022144,1081543576822022144,BJP,SubenthungK,To Be Added,Subenthung Kithan
17887,,3573757692,3573757692,DMK,fGwkJYSE5450lDq,To Be Added,குளித்தலைநா.தமிழரசன்
17888,,162780934,162780934,BJP,divakarkamath,To Be Added,#火狐体育|#永利贵宾会|#BBIN|#SDY体育|#俄罗斯赌场
17889,,987142076100825088,987142076100825088,CPIM,cpimpalayamac,To Be Added,CPI.M Palayam AC
17890,,2829538508,2829538508,INC,imayurjadav,To Be Added,Mayur Jadav
17891,,1241097739,1241097739,AAP,AAPBhandara,To Be Added,AAP Bhandara
17892,,828249373599338496,828249373599338496,AIADMK,DMahesraja,To Be Added,
17893,,756349509073002496,756349509073002496,BJP,TusharGhate3,To Be Added,Tushar Ghate
17894,,815922124808396800,815922124808396800,INC,RajShahil4,To Be Added,Youth Power's India
17895,,892242349086064642,892242349086064640,TRS,TSWaqf_Chairman,To Be Added,Moahmmed Saleem
17896,,981193105222221829,981193105222221824,INC,AbdurRohimBads3,To Be Added,Abdur Rohim Badsha
17897,,1046959539424129024,1046959539424129024,INC,Zeeshan97450552,To Be Added,छोटा आदमी Zeeshan Qureshi
17898,,1241297691268661248,1241297691268661248,DMK,kasinathanr6,To Be Added,kasinathan r
17899,,237773100,237773100,AAP,SandhuKanwar,To Be Added,Kanwar Sandhu
17901,,1144147279995006978,1144147279995006976,BJP,Bbadajenaoffice,To Be Added,
17903,,827145985126080512,827145985126080512,INC,AlbinJosephINC,To Be Added,Albin Joseph
17904,,1026793425230749697,1026793425230749696,INC,kamalcharantan1,To Be Added,Kamal Charan Tandi
17905,,969966233125711872,969966233125711872,INC,RAHUlchandrakr,To Be Added,बेरोजगार Rahul Chandrakar
17907,,115205222,115205222,DMK,DMKskin,To Be Added,DMK
17909,,1954383974,1954383974,ABVP,ABVPNAGPUR,To Be Added,
17910,,988483354004738049,988483354004738048,INC,VaibhavSinghB12,To Be Added,chowkidar Vaibhav singh⏺
17911,,1098888568586432512,1098888568586432512,INC,SevadalBRH,To Be Added,Bahraich Congress Sevadal
17912,,1028354765963505664,1028354765963505664,INC,mla_of,To Be Added,Next MLA Of Jharia Santosh Singh
17913,,428116399,428116399,INC,BanswalVishal,To Be Added,Vishal Banswal - विशाल बंसवाल
17914,,1176470244405043200,1176470244405043200,INC,SarathKumarIYC,To Be Added,T Sarath Kumar
17915,,100941829,100941829,INC,cnarayanan,To Be Added,Mylai Narayanan 🇮🇳
17916,,1030459619213111297,1030459619213111296,INC,ShakuntalaRavat,To Be Added,Shakuntala Rawat
17917,,2839067012,2839067012,RSS,bmhalasangi,To Be Added,Bhimashankar M. Halasangi
17918,,1418352666,1418352666,BJP,SumaniyaParbat,To Be Added,Parbat Sumaniya-Gadhvi
17919,,825602715602399232,825602715602399232,AMMK,ravi57555488,To Be Added,ravi
17920,,909473931970711554,909473931970711552,BJP,BjpSainath,To Be Added,Sainath Buggawar Bjp
17921,,1096669742302195712,1096669742302195712,INC,priyapawar4030,To Be Added,Priya Pawar
17924,,1176423364824465410,1176423364824465408,INC,lokeshwarthok,To Be Added,Thokchom Lokeshwar Singh
17925,,2743983890,2743983890,BJP,01Vishalthakor,To Be Added,vishal thakor
17927,,346360734,346360734,INC,dharunkumaran,To Be Added,Korkadu Ashok
17928,,1265664979589455872,1265664979589455872,DMK,TYouthwing,To Be Added,TiruchengodeTownDMKYouthWing
17929,,1056570794086526977,1056570794086526976,INC,MeenaAh09309305,To Be Added,Meena Ahmed
17930,,870282012275478528,870282012275478528,BJP,hardikshahbjp,To Be Added,Hardik Shah 🇮🇳
17931,,1946120816,1946120816,DMK,itz_manoharan,To Be Added,
17932,,1001695766312779778,1001695766312779776,BJD,BJD4Balangir,To Be Added,BJD Balangir
17934,,906081068138106880,906081068138106880,INC,RodriguesRoyden,To Be Added,Royden Rodrigues
17936,,827444850060468226,827444850060468224,BJP,Pramod_BJP,To Be Added,Pramod B C
17938,,983006568462602240,983006568462602240,INC,alva_girish,To Be Added,Girish Alva
17939,,1005744444291801089,1005744444291801088,INC,nsui_tripura,To Be Added,NSUI Tripura
17940,,2490900402,2490900402,BJD,panigrahi_jp,To Be Added,Jyoti Prakash Panigrahi
17941,,156666732,156666732,SHIV SENA,shindesatish,To Be Added,
17942,,1011196754149060608,1011196754149060608,INC,DebjaniLaskar,To Be Added,Debjani Laskar 🇮🇳
17943,,1919163482,1919163482,OTHER,vinodbagodar,To Be Added,Vinod Singh
17944,,980471461369573376,980471461369573376,INC,l_kawre,To Be Added,Hina Kawre
17946,,971625371337740288,971625371337740288,BJP,yogeshkumar4bjp,To Be Added,Yogesh Kumar Tamrakar
17947,,948580617398210560,948580617398210560,AIADMK,BASKARANNM1,To Be Added,BASKARAN N M
17948,,1203688112397832198,1203688112397832192,INC,VirendarBishno8,To Be Added,
17949,,1202948794796478464,1202948794796478464,INC,INCSMDept,To Be Added,Congress Social Media Department
17950,,4834548198,4834548198,INC,JatavVeena,To Be Added,VEENA JATAV
17951,,2669399233,2669399233,BJP,BalbudhePrakash,To Be Added,Prakash Balbudhe
17952,,393907795,393907795,BJP,ShillaiArjun3,To Be Added,अर्जुन कपूर
17953,,898073374378778624,898073374378778624,OTHER,KuldeepBhukal4,To Be Added,Kuldeep Bhukal
17954,,3259563318,3259563318,INC,tejasvi_ramesh,To Be Added,Tejjaswii mannjrekr
17955,,761529982887849984,761529982887849984,INC,Abhinaviyc,To Be Added,Abhinav Kumar Singh
17956,,1007523287717457920,1007523287717457920,INC,Somya87014038,To Be Added,Somya sharma #cgycsm
17957,,850585863373414400,850585863373414400,BJP,BJP4Kangra_HP,To Be Added,BJP4Kangra_HP
17959,,1089129053779574784,1089129053779574784,INC,punitbalduwaINC,To Be Added,punit balduwa INC (मे किसान पुत्र हु🇮🇳🙏🇺🇸)
17960,,1119553327845511169,1119553327845511168,BJP,Bittu_Vermabjp,To Be Added,
17962,,123812356,123812356,INC,kbskanu,To Be Added,Karanbir Singh Kanu
17965,,1557393217,1557393217,BJP,Ashishrana1987,To Be Added,Ashish Raana
17966,,1022893022579761152,1022893022579761152,BJP,iArjunSinghBJP,To Be Added,Arjun Singh
17968,,861417606154211328,861417606154211328,INC,JayantK56314845,To Be Added,Jayant Kr Jha
17969,,2599680583,2599680583,BJP,cpsarviya,To Be Added,C P Sarvaiya - Modi Parivar
17970,,912960359207546880,912960359207546880,AAP,Imtiyangerao,To Be Added,Imtiyanger
17971,,975016611823304704,975016611823304704,JMM,HiraLaljmm,To Be Added,Hira Lal Manjhi
17972,,917985789677572096,917985789677572096,INC,LakshmiChala,To Be Added,Lakshmi R Chalapathi
17973,,137000990,137000990,INC,Rijuwan,To Be Added,Rijuwan Hazarika
17975,,498688026,498688026,DMK,Natraj_DMK,To Be Added,Natraj
17976,,357465692,357465692,INC,karanpuglia,To Be Added,Karan N Puglia
17977,,737964374,737964374,INC,danyalkachi,To Be Added,Danyal kachi
17979,,1005453486073319424,1005453486073319424,INC,AdvArchitNaik,To Be Added,Adv. Archit Naik
17981,,942337632373231616,942337632373231616,INC,Abhishek_SVM,To Be Added,
17983,,4554930313,4554930313,BJP,jadav12suresh,To Be Added,sureshji thakor #BJP
17984,,449707057,449707057,BJP,PushprajChouhan,To Be Added,Pushpraj Singh Chouhan
17985,,1092682639654277121,1092682639654277120,INC,Hussain_inc,To Be Added,
17986,,1079209876042235904,1079209876042235904,BJP,OfficeofHBS,To Be Added,Office of HBS
17987,,239323756,239323756,INC,Kshitij106,To Be Added,Kshitij Adyalkar
17989,,877902053452001280,877902053452001280,BJP,rakeshmcshimla,To Be Added,Rakesh Kumar Sharma
17990,,1027829497599414272,1027829497599414272,TRS,YadavTalasani,To Be Added,Talasani Srinivas Yadav
17991,,2472585180,2472585180,BJP,FastNewsDelhi,To Be Added,Sanjay Mishra (मोदी का परिवार)🚩
17992,,371036479,371036479,BJP,DJlahkar,To Be Added,Deep Jyoti Lahkar
17993,,695999022994235394,695999022994235392,DMK,rajkumarsv89,To Be Added,Rajkumar advocate
17994,,3547607173,3547607173,BJP,sharmananded,To Be Added,@राधेश्याम शर्मा  BJP
17995,,3172081471,3172081471,INC,ACongres31,To Be Added,🇮🇳Aman Aggarwal (आंदोलन जीवी) INDIAN ⭐
17996,,927571409575952384,927571409575952384,BJP,pratikj91367286,To Be Added,pratik jain
17997,,971390241079746560,971390241079746560,INC,SantoshNangare8,To Be Added,Santosh nangare Patil
17998,,2605818121,2605818121,BJP,vijaykotharibjp,To Be Added,Adv Vijay Gopaldas Kothari
17999,,198205392,198205392,INC,azherhusain,To Be Added,Dr_Azher_Husain
18000,,1028842385072111623,1028842385072111616,BJP,DipikabenPatel1,To Be Added,Dipikaben Patel
18001,,1003645066416492544,1003645066416492544,BJD,BJD4Sambalpur,To Be Added,BJD Sambalpur
18002,,838397132348469249,838397132348469248,INC,SobhaBJP,To Be Added,Sobha Surendran
18004,,1022109644393594883,1022109644393594880,INC,DJieSyHUUvnEx6t,To Be Added,अकबर खान जामगोद रानी
18005,,988278389386592257,988278389386592256,BJP,virendrasinh_b,To Be Added,Virendrasinh B. Jadeja
18006,,826113440880029696,826113440880029696,AIADMK,Sathish48827471,To Be Added,Sathish
18008,,3097937358,3097937358,INC,akshaybansalbjp,To Be Added,Akshay Bansal
18009,,1134996427241746432,1134996427241746432,SHIV SENA,miprakashsurve,To Be Added,Prakash Surve - प्रकाश सुर्वे
18010,,1180110381362102272,1180110381362102272,INC,GajeraJagdish2,To Be Added,Gajera Jagdish
18012,,931720627307843584,931720627307843584,INC,shubhanshu_iyc,To Be Added,
18013,,2479495512,2479495512,INC,Naveen_GV_Tnpyc,To Be Added,
18014,,710051708248858624,710051708248858624,INC,YashADesai3,To Be Added,Yash A. Desai
18015,,1153912013493436416,1153912013493436416,BJP,JCMBJP,To Be Added,JC Madhuswamy
18016,,1231161643758952449,1231161643758952448,INC,ArshadKhanindia,To Be Added,Arshad khan
18017,,4801571622,4801571622,INC,DeswalJasbir,To Be Added,Jasbir Deswal
18018,,142269531,142269531,INC,PurohitShalu,To Be Added,
18020,,824867285810556929,824867285810556928,ABVP,SwamyMaralapura,To Be Added,Swamy Maralapura
18021,,1075323845953765377,1075323845953765376,INC,dadarao_kamble,To Be Added,Dadarav J Kamble NYC NCP
18022,,2201056620,2201056620,INC,mdaleembasha,To Be Added,
18023,,3826836073,3826836073,INC,rashid__speaks,To Be Added,
18027,,3479699173,3479699173,BJP,sparjaga,To Be Added,
18028,,1000135713126469632,1000135713126469632,INC,anant_tweets,To Be Added,Anant Verma
18029,,1019937496233209856,1019937496233209856,BJP,sriniva20895276,To Be Added,
18030,,3269069640,3269069640,INC,SKsaini_1010,To Be Added,"Shivkaran Saini, BHOPALGARH"
18032,,852765418804568067,852765418804568064,SHIV SENA,miurmilapanchal,To Be Added,Urmila Ulhas Panchal - उर्मिला उल्हास पांचाळ
18034,,3143322858,3143322858,BJP,Aniket4bjp,To Be Added,Aniket Shegokar ( MODI KA PARIVAR )
18035,,946266411587977216,946266411587977216,BJP,Shashil_namoshi,To Be Added,
18036,,1239810114,1239810114,AAP,AAPAhmednagar,To Be Added,AAP Ahmednagar
18037,,940906951696777218,940906951696777216,INC,SubbiahNadar,To Be Added,P.Subbiah Nadar
18038,,1025737941551788032,1025737941551788032,AMMK,Dharunsmart2,To Be Added,Dharun Smart
18039,,1015861079933513728,1015861079933513728,BJP,PareshAgravat7,To Be Added,Paresh Agravat
18041,,1185548335005999104,1185548335005999104,DMK,ezhilan1481021,To Be Added,R.Ezhilarasan
18042,,3177497672,3177497672,BJP,BJP4Ghanshyam,To Be Added,Ghanshyam Kumar
18044,,332224538,332224538,BJP,ANKITP19,To Be Added,250_ Ankit Prasad_C2
18045,,2916403814,2916403814,INC,AruneshNsui,To Be Added,
18046,,1222107001515196419,1222107001515196416,INC,SevadalBRP,To Be Added,
18050,,3189437389,3189437389,BJP,mrajraj2221,To Be Added,Maheshraj
18051,,995953546871762944,995953546871762944,TRS,TRSITWING,To Be Added,
18052,,856423576500613120,856423576500613120,BJP,DahodBjym,To Be Added,BJYM DAHOD
18053,,882109222296702976,882109222296702976,BJP,bansipa7218229,To Be Added,Bansi.patel
18054,,1209873557418696704,1209873557418696704,TDP,phani65072495,To Be Added,
18055,,920924102310879233,920924102310879232,BJP,BhongleGajanan,To Be Added,BJYM Gajanan Bhongle
18056,,526166229,526166229,AIADMK,acsit21,To Be Added,Sudarsanan
18057,,3381636766,3381636766,INC,ModliyarSandeep,To Be Added,sandeep modliyar 
18058,,3187204141,3187204141,INC,AnuragSBhoyar,To Be Added,
18059,,1051768413985460225,1051768413985460224,INC,AnkushV67550623,To Be Added,
18061,,217331700,217331700,BJP,amarhindu,To Be Added,Amarnath Sarangula
18062,,3317598565,3317598565,INC,naveen_hmr,To Be Added,Naveen Sharma( हमीरपुर का सेवादार)
18063,,872078975660675072,872078975660675072,BJD,Manojit22049817,To Be Added,
18064,,1109699949933916160,1109699949933916160,INC,AmirambhaiAshal,To Be Added,Amirambhai Aashal
18066,,114666369,114666369,BJP,AdityaTrivedi_,To Be Added,Aditya Trivedi
18068,,4649663660,4649663660,BJP,pradhan_damodar,To Be Added,DAMODAR PRADHAN 🇮🇳
18069,,992240022207152128,992240022207152128,TDP,KalisettiTdp,To Be Added,Kalisetti official
18071,,1088649663299739648,1088649663299739648,BJP,AmitMisonline,To Be Added,Amit Mishra Bjp
18072,,3239674034,3239674034,BJP,771f593cc71f454,To Be Added,Radhakrishnan
18073,,945656977098600448,945656977098600448,INC,NsuiKalaburgi,To Be Added,NSUI KALABURGI
18075,,823458474,823458474,BJP,SritamDas,To Be Added,Sritam Das
18076,,2462735757,2462735757,INC,nitishmishar,To Be Added,Nitish Mishra
18080,,892739340614369281,892739340614369280,JKNC,Tejinder013_NC,To Be Added,Tejinderpal Singh(Aman)NC ੴ ☬ ੴ 🇮🇳
18082,,1077122440638095361,1077122440638095360,BJP,OfficeofAShelar,To Be Added,Office of Adv. Ashish Shelar
18083,,921654271195602945,921654271195602944,INC,stalinmtm,To Be Added,Stalin Mannoorethu
18084,,1262638543001628672,1262638543001628672,BJP,OfSonkar,To Be Added,Office Of Dr Rajesh Sonkar
18085,,2997205891,2997205891,INC,SurendraRaghu5,To Be Added,surendra raghuwanshi
18086,,991498584695681025,991498584695681024,INC,ankitpandeyinc,To Be Added,
18089,,3079271966,3079271966,DMK,lalgudisathish,To Be Added,sathish mla
18092,,2918078048,2918078048,INC,ahmedhussainps,To Be Added,Ahmedhussain ps
18093,,854410741411188737,854410741411188736,BJP,bjpkheda,To Be Added,BJPKheda
18094,,990537016889626624,990537016889626624,BJP,Rohit_nation1,To Be Added,
18095,,3034305228,3034305228,BJP,laxmi_chopare,To Be Added,Laxmi (Modi Ka Parivar)
18097,,1040136939230257152,1040136939230257152,BJP,imajayrabari,To Be Added,
18099,,906089584668286976,906089584668286976,BJD,BijayaK84527035,To Be Added,Bijaya Kumar Sahu
18100,,835775717946187776,835775717946187776,AIADMK,RRRaja4,To Be Added,R.R.RAJA
18101,,3037900214,3037900214,BJP,GangamishraBJP,To Be Added,Ganga Mishra
18102,,860136790115717121,860136790115717120,BJP,Bjp4Mungeli,To Be Added,BJP MUNGELI JILA
18103,,958741151070081024,958741151070081024,INC,shubham1997P,To Be Added,
18104,,743438672658235396,743438672658235392,TRS,dcstunner999,To Be Added,Dinesh Chowdary
18105,,1706387138,1706387138,BJP,JhaRahul_Bihar,To Be Added,Rahul Jha
18106,,3225448237,3225448237,SAMAJWADI ,hajirafiqansari,To Be Added,
18107,,965507696,965507696,AAP,ErRajkumarMeena,To Be Added,
18108,,2403976698,2403976698,BJP,hemantsainimbd,To Be Added,HEMANT SAINI 🇮🇳
18110,,1677513822,1677513822,TDP,Pardhu_tweets,To Be Added,Pardhu Chirumamilla
18111,,987004306682331142,987004306682331136,DMK,cojHUOW0pzkPYuY,To Be Added,
18113,,1049561653476380674,1049561653476380672,BJP,ommbjp,To Be Added,Om Prakash Mishra 🇮🇳
18114,,985191924238729218,985191924238729216,BJP,Abhishkthakur25,To Be Added,Abhishek Wholesale kiranawala
18115,,1425910860,1425910860,BJP,HimachalCM,To Be Added,CM Himachal Pradesh 
18116,,4313343561,4313343561,AAP,AAPDombivli,To Be Added,AAP डोंबिवली
18117,,893795779747340289,893795779747340288,BJP,BJP4Nalgonda,To Be Added,BJP Nalgonda
18119,,1255155303802232833,1255155303802232832,INC,adv_ananth,To Be Added,Adv Ananth
18120,,1026779904967360704,1026779904967360768,BJP,VermaDeena,To Be Added,Deena Nath Verma
18121,,221648601,221648601,DMK,muruganandamg,To Be Added,Muruganandam Gnanasekaran
18122,,889696529145090048,889696529145090048,BJP,Shubham08698756,To Be Added,
18123,,3253469312,3253469312,BJP,SanjayKGoti,To Be Added,
18124,,1647378116,1647378116,BJP,Vandanbjym,To Be Added,Vandan Patel
18125,,4826406987,4826406987,INC,amolikaujlacong,To Be Added,
18126,,2563957159,2563957159,BJP,DebNilmoni,To Be Added,
18127,,1145914646,1145914646,INC,KumarNaveen_,To Be Added,Naveen Kumar
18129,,869202483821805569,869202483821805568,INC,ShaanMSaifi,To Be Added,Shaan M Saifi
18130,,1068052130366283778,1068052130366283776,BJP,PramodBJP4170,To Be Added,
18131,,1039851286269714432,1039851286269714432,INC,SantoshJadhavP2,To Be Added,Santosh S.Patil
18132,,1241789459282006017,1241789459282006016,AIADMK,ADMK_TVKoffl,To Be Added,
18133,,4025359872,4025359872,BJP,shailes74464550,To Be Added,Shalesh Pandya
18134,,1024648236047380480,1024648236047380480,MNM,MuraliAppas,To Be Added,Murali Appas
18135,,1182965894470762496,1182965894470762496,INC,NAnitaDevi2,To Be Added,N.Anita Devi
18136,,1134320247916249089,1134320247916249088,AIADMK,AdmkThondan,To Be Added,அதிமுக தொண்டன்
18137,,2428331016,2428331016,INC,veermonk,To Be Added,Veerabhadra Nayaka
18139,,893834697880477698,893834697880477696,BJP,ManojDubeybjp,To Be Added,Manoj Dubey
18140,,920331362837479424,920331362837479424,DMK,vetri72703074,To Be Added,Vetri
18141,,1204621177974489088,1204621177974489088,BJP,NageshT79745044,To Be Added,आरक्षण मुक्त हिमाचल प्रदेश
18144,,825995925059420161,825995925059420160,INC,BhongiriLYC,To Be Added,
18145,,135401655,135401655,AAP,ghanshyam8544,To Be Added,Ghanshyam kaushik
18146,,931008822633795584,931008822633795584,GFP,csgoaforward,To Be Added,Goa Forward Chief Spokesperson
18147,,1422276763,1422276763,OTHER,YasheshYadav,To Be Added,Yashesh Yadav
18148,,1620288829,1620288829,INC,Naresh_HPCC,To Be Added,Naresh Chauhan
18149,,1156155612377387008,1156155612377387008,INC,Selvarajmagesh5,To Be Added,Selvaraj magesh
18150,,1184531445739487232,1184531445739487232,AMMK,ITWINGSKARTHI,To Be Added,
18152,,983970672337674241,983970672337674240,BJP,AjaySinghbjpmds,To Be Added,Ajay Singh Chouhan
18154,,961027181437571072,961027181437571072,INC,ncpbandra,To Be Added,
18155,,944803753944739840,944803753944739840,INC,Killiva27147944,To Be Added,Killivalavan G Youth congress Presidentsirkali Ass
18156,,928659278889598976,928659278889598976,INC,amit77721,To Be Added,🇮🇳 AmitVikram Chourasia 🏹 🎯
18158,,1615835214,1615835214,BJP,minaxibenbjp,To Be Added,minaxiben bjp
18159,,982917420397596672,982917420397596672,BJP,KavitaKhairnar2,To Be Added,Kavita Khairnar
18161,,3039705464,3039705464,BJP,harishpandeybjp,To Be Added,Harish pandey
18163,,1113657659251658752,1113657659251658752,BJP,bjp4nagaonlp,To Be Added,BJP 10 Nagaon LP
18164,,2569545697,2569545697,AIADMK,chandru_ramakri,To Be Added,
18165,,1043408485193375744,1043408485193375744,DMK,MannaiSuresh2,To Be Added,மன்னை சுரேஷ்
18166,,1206794258209918977,1206794258209918976,BJP,RajjuHarne,To Be Added,🇮🇳 राज हरणे 🇮🇳
18167,,1068879746069540864,1068879746069540864,INC,Asif112235,To Be Added,Asif
18168,,1026705311560654848,1026705311560654848,AMMK,Seenu30115656,To Be Added,
18169,,2215334503,2215334503,INC,AkAchchoo,To Be Added,Ayaz Khan Achchoo
18170,,622072913,622072913,INC,AmitShah4BJP,To Be Added,Amit Shah
18171,,744938700732243968,744938700732243968,INC,Ashwani8602,To Be Added,Ashwani kaushal
18172,,910561595587260421,910561595587260416,BJP,sunnysanap15,To Be Added,Adv. Sunny Sanap(Modi ka Pariwar)
18173,,2885334414,2885334414,AAP,surat_aap,To Be Added,
18174,,3287424474,3287424474,INC,city_cong,To Be Added,bhavnagar city cong
18176,,992049665389539331,992049665389539328,INC,AnitaYogendra,To Be Added,Anita Yogendra Sharma
18177,,3258072871,3258072871,BJP,PankajSharmaJk,To Be Added,Pankaj Sharma 🇮🇳
18180,,137277832,137277832,AAP,SandeepBSon,To Be Added,Sandeep Sonawane
